Date and Time Downloaded : 12/30/2020 03:18:14 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000001431","1431","PANUKULAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PANUKULAN","045631000","SAN JUAN (POB.)","045631012","4337"," "," "," ","mcgn_sargento@yahoo.com"," "," ","SARGENTO","MA. CECILIA","NOLASCO","Municipal Health Officer","","",""
"DOH000000000001432","1432","GENERAL LUNA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","EMILIO JACINTO STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","GENERAL LUNA","045616000","BARANGAY  7 (POB.)","045616009","4310"," "," "," ","mecijaconnie@yahoo.com.ph"," "," ","MECIJA","CONSTANCIA","SANTOS","Municipal Health Officer","","",""
"DOH000000000001514","1514","MACALELON RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MACALELON","045625000"," "," ","4309","+63 423934257"," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001518","1518","PLARIDEL RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","PLARIDEL","045635000","M. L. TUMAGAY POB. (REMAS MABUTON)","045635011","4306","+63 423028865"," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000001519","1519","ATIMONAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","QUEZON STREET","RHU BUILDING","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","ATIMONAN","045603000","BARANGAY ZONE  1 (POB.)","045603004","4331","+63 423165436"," ","+63 423167323","atimonan_rhu@yahoo.com"," "," ","ARGULLA","RICHARD","AMADO","Municipal Health Officer","","",""
"DOH000000000001640","1640","LUCBAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","0458 AVENUE"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","LUCBAN","045623000","ABANG","045623001","4328","+63 425403382"," ","+63 425403382"," "," "," ","ARAÑA","VICTORINO","QUEVEDO","Municipal Health Officer","","",""
"DOH000000000001698","1698","SAN ANTONIO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","J.C. WAGAN AVENUE"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN ANTONIO","045641000","POBLACION","045641014","4324","+63 425454105"," ","+63 425454091","mawilmalaroza@yahoo.com"," "," ","LAROZA","MA. WILMA","CASTILLO","Municipal Health Officer","","",""
"DOH000000000001700","1700","SANTA MARIA RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","","","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","SANTA MARIA","043427000","BARANGAY II (POB.)","043427020","4022","+63 495011611","","049 501 1611","santamariarhu14@yahoo.com","","","TAMARES","SILVA","CYNTHIA","Municipal Health Officer","","",""
"DOH000000000001702","1702","MAUBAN RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MAUBAN","045627000","RIZALIANA (POB.)","045627022","4330","+63 427841056"," ","+63 427841056","mho_mauban@yahoo.com"," "," ","MARARAC","RONALD","D.","Municipal Health Officer","","",""
"DOH000000000001722","1722","BIÑAN CITY HEALTH OFFICE II","BIÑAN RURAL HEALTH UNIT II"," "," ","Rural Health Unit","Government","Local Government Unit"," ","ROMANA SUBDIVISION"," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF BI?AN","043403000","SAN ANTONIO","043403019","4024","+63 495117918"," "," ","queen_victoria1458@yahoo.com"," "," ","MIRANDA","VICTORIA","H.","Public Health Nurse","","",""
"DOH000000000001780","1780","BATANGAS CITY HEALTH OFFICE","","","","Rural Health Unit","Government","Local Government Unit","","P. BURGOS STREET","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","BATANGAS CITY (Capital)","041005000","","","4200","+63 437233103","","+63 437238890","","","","BARRION","ROSANNA CARMELITA","","City Health Officer","","",""
"DOH000000000001920","1920","GEN. MARIANO ALVAREZ RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","GEN. MARIANO ALVAREZ","042123000","BARANGAY  2 POBLACION","042123003","4117","+63 469722017"," "," ","gmarhu@yahoo.com"," "," ","ALCASID","EDUARDO"," ","Municipal Health Officer","","",""
"DOH000000000001928","1928","SANTO TOMAS RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SANTO TOMAS","041028000","BARANGAY I (POB.)","041028001","4234","+63 437782960"," ","+63 437782960"," "," "," ","MAYUGA","PEDRITO","C.","Municipal Health Officer","","",""
"DOH000000000001953","1953","MULANAY RURAL HEALTH UNIT MATERNAL AND CHILD CARE CLINIC"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RIZAL STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","MULANAY","045628000","BARANGAY  1 (POB.)","045628006","4312"," "," "," "," "," "," ","LAGUERTA","GENEVIVE","BAYONGAN","Municipal Health Officer","","",""
"DOH000000000002002","2002","CALAUAG RURAL HEALTH UNIT","CALAUAG MAIN HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","CANTRE STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","CALAUAG","045607000","BARANGAY III (POB.)","045607015","4318","+63 423018739"," ","+63 423018739"," "," "," ","RUBY","KATHERINE","PULGAR","Municipal Health Officer","","",""
"DOH000000000002017","2017","LIPA CITY MAIN HEALTH CENTER (SOUTH DISTRICT)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","BOLBOK","041014011","4217"," "," "," "," "," "," ","BATILO","SONIA","H.","Municipal Health Officer","","",""
"DOH000000000002049","2049","ALFONSO RURAL HEALTH UNIT","","","","Rural Health Unit","Government","Local Government Unit","","071 BURGOS STREET","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","ALFONSO","042101000","BARANGAY I (POB.)","042101002","4123","+63 465220568","","+63 465220568","rnmdmph_ha@yahoo.com","","","MANZO","EVANGELINA","B.","Municipal Health Officer","","",""
"DOH000000000002148","2148","PADRE GARCIA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","A. LUNA"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","PADRE GARCIA","041020000","POBLACION","041020023","4224","+63 435159344"," ","+63 435159207"," "," "," ","ORLANDO","SILVA","M.","Municipal Health Officer","","",""
"DOH000000000002170","2170","ROSARIO RURAL HEALTH UNIT II","","","","Rural Health Unit","Government","Local Government Unit","","SCOUT TORILLO STREET","","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","ROSARIO","042117000","POBLACION","042117008","4106","+63 464382690","","+63 464380642","","","","DE JESUS","NOELLE","","Public Health Nurse","","",""
"DOH000000000002217","2217","LIPA CITY MAIN HEALTH CENTER (URBAN DISTRICT)","","","","Rural Health Unit","Government","Local Government Unit","","CM RECTO AVENUE","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","POBLACION BARANGAY  1","041014040","4217","+63 434046246","","","lipacho_urban@yahoo.co","","","GARCIA","AVELYN","MAYO","Medical Officer","","",""
"DOH000000000002328","2328","SANTA ROSA CITY HEALTH OFFICE II","SANTA ROSA RURAL UNIT II (2003)"," "," ","Rural Health Unit","Government","Local Government Unit"," ","LEYCO SUBDIVISION, PUROK 4"," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","CITY OF SANTA ROSA","043428000","BALIBAGO","043428002","4026","+63 495300015"," "," ","cityhealthofficetwo@yahoo.com"," "," ","ESCAL","ERWIN","M.","City Health Officer","","",""
"DOH000000000002346","2346","CAVITE CITY HEALTH OFFICE"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","JUDGE IBANEZ STREET, SAMONTE PARK"," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","CAVITE CITY","042105000"," "," ","4100","+63 464310752"," ","+63 464311655"," "," "," ","TERRADO","LOIDA","C.","City Health Officer","","",""
"DOH000000000002348","2348","NAGCARLAN RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","RIZAL AVENUE"," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","NAGCARLAN","043417000","POBLACION II (POB.)","043417034","4002","+63 495306844"," ","+63 495632904","lenardfe@yahoo.com"," "," ","QUEBRADO","CYNTHIA","E.","Municipal Health Officer","","",""
"DOH000000000002358","2358","POLILLO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAN JOSE STREET"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","POLILLO","045636000","POBLACION","045636015","4339","+63 423148203"," "," "," "," "," ","ALMIREZ","RYAN","ANMENTAPO","Municipal Health Officer","","",""
"DOH000000000002386","2386","LOBO MUNICIPAL HEALTH OFFICE","LOBO RURAL HEALTH UNIT"," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LOBO","041015000","POBLACION","041015026","4229"," "," "," ","lobo_mho@yahoo.com"," "," ","MACATANGAY","EDGAR","SULIT","Municipal Health Officer","","",""
"DOH000000000002399","2399","KAWIT RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","KAWIT","042111000","TABON I","042111010","4104","+63 464847515"," "," ","tabonrhu@yahoo.com"," "," ","FIGUEROA","EDGARDO","R.","Municipal Health Officer","","",""
"DOH000000000002414","2414","TAAL RURAL HEALTH UNIT I"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","TAAL","041029000","POBLACION  1","041029023","4208"," "," "," "," "," "," ","MAYUGA","CAILANIE","B.","Municipal Health Officer","","",""
"DOH000000000002416","2416","SANTA TERESITA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","SANTA TERESITA","041027000","POBLACION I","041027010","4206","+63 437720738"," ","+63 437720469","rhu_stateresita@yahoo.com"," "," ","PATRON","EUFRACIA","CAPUNO","Municipal Health Officer","","",""
"DOH000000000002492","2492","CUENCA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","CUENCA","041009000","BARANGAY  2 (POB.)","041009016","4222","+63 437401652","+63 433421202","+63 433421202","cuencaRHU@gmail.com"," "," ","CUEVAS","CAROLINA","CUEVAS","Municipal Health Officer","","",""
"DOH000000000002504","2504","KAWIT RURAL HEALTH UNIT II"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","CAVITE","042100000","KAWIT","042111000","BINAKAYAN-APLAYA","042111015","4104","+63 464341452"," "," ","kawitrhu2@yahoo.com"," "," ","SANTOS","JO ANN ROSE","C.","Rural Health Physician","","",""
"DOH000000000002510","2510","BAY RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","LAGUNA","043400000","BAY","043402000","SAN AGUSTIN (POB.)","043402016","4033"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000002521","2521","LIPA CITY MAIN HEALTH CENTER (WEST DISTRICT HEALTH CENTER)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","SAN VICENTE STREET"," ","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","LIPA CITY","041014000","BANAYBANAY","041014010","4217","+63 434551609"," "," "," "," "," ","CUSTODIO","ROSARIO","PAGCALIWAGAN","Rural Health Physician","","",""
"DOH000000000002531","2531","ANTIPOLO CITY HEALTH OFFICE I","","","","Rural Health Unit","Government","Local Government Unit","","M. SANTOS STREET","","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","CITY OF ANTIPOLO (Capital)","045802000","SAN ROQUE (POB.)","045802009","1870","+63 026970362","","+63 026974097","antipolo_cho2015@yahoo.com","health@antipolo.ph","","LAT","CONCEPCION","GARCIA","City Health Officer","","",""
"DOH000000000002545","2545","SARIAYA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","MARICHI SUBDIVISION"," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SARIAYA","045645000","BARANGAY  4 (POB.)","045645035","4322","+63 425258494"," "," "," "," "," ","CATARROJA","CONSTANCIA","P.","Municipal Health Officer","","",""
"DOH000000000002613","2613","ROSARIO RURAL HEALTH UNIT II","","","","Rural Health Unit","Government","Local Government Unit","","PUROK 3","","REGION IV-A (CALABAR ZON)","040000000","BATANGAS","041000000","ROSARIO","041021000","ALUPAY","041021001","4225","","","","ruralhealthunit2alupay@yahoo.com","","","LUNA","LUISITO","TAGLE","Rural Health Physician","","",""
"DOH000000000002735","2735","SAN NARCISO RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","REGION IV-A (CALABAR ZON)","040000000","QUEZON","045600000","SAN NARCISO","045644000"," "," ","4313"," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000002739","2739","PILILLA RURAL HEALTH UNIT"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","M.A. ROXAS STREET"," ","REGION IV-A (CALABAR ZON)","040000000","RIZAL","045800000","PILILLA","045810000","BAGUMBAYAN (POB.)","045810001","1910"," "," "," ","pilillarhu@yahoo.com"," "," ","PAZ","AURA","ALCANTARA","Municipal Health Officer","","",""
